Test Result UID,Sample Name,Sample Type,Test Time,Receival Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
vTCvjxwvjbtQEFCkR,ASDO1130CCWax,Concentrate,2017-12-05,2017-12-05,12,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,NaN,82.39,0.01,0.28,0.71,0.15,0.01,0.01,NaN,NaN,0.38,1.67,1.07,NaN
vWRvZYCRJYHL5DDJt,Banana OG 1st Wash 73 Micron,Concentrate,2015-08-06,2015-08-05,30,NaN,NaN,0.0,0.0,NaN,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.03,0.02,0.11,0.4,0.01,0.26,0.24,0.02,0.12,0.77,0.0,0.0,NaN,64.0,NaN,NaN,0.08,0.08,NaN,0.03,NaN,NaN,NaN,0.57,0.12,NaN
vY3heszgXC5m23NQc,OG 18 - TR,Concentrate,2016-09-03,2016-09-01,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.04,0.49,0.19,0.0,1.06,0.28,0.0,0.08,0.81,0.0,0.0,NaN,70.1,NaN,NaN,0.42,0.42,NaN,0.82,NaN,NaN,NaN,2.43,0.76,NaN
vYsPLastCA43WDCKg,Tahoe OG - LR,Concentrate,2016-07-06,2016-07-02,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.01,0.25,0.12,0.0,0.57,1.04,0.0,0.0,0.52,0.0,0.0,NaN,76.0,NaN,NaN,0.33,0.0,NaN,0.49,NaN,NaN,NaN,2.27,0.97,NaN
vZhGR8gZiRdhsvz35,Honey Bananas,Concentrate,2017-05-12,2017-05-10,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.15,0.06,0.0,0.45,0.42,0.0,0.0,0.25,0.0,0.0,74.1,3.3,NaN,NaN,0.0,0.0,0.48,0.0,NaN,NaN,4.86,0.99,0.0,NaN
va59nxYq78XdLsLnZ,Strawberry Banana LRB,Concentrate,2018-05-04,2018-05-04,NaN,0.0,0.0,NaN,NaN,NaN,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.22,0.07,0.19,0.13,0.05,0.35,0.57,0.1,0.05,0.59,0.04,0.0,NaN,2.87,0.01,82.07,0.01,0.01,1.2,0.01,NaN,NaN,4.04,0.74,0.01,NaN
vbYbHwtsbn9GvqWnq,OG Purple Kush,Concentrate,2016-09-27,2016-09-26,35,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.05,0.15,0.02,0.0,0.29,0.04,0.0,0.0,0.15,0.0,0.0,NaN,76.0,NaN,NaN,0.41,0.32,NaN,0.37,NaN,NaN,NaN,2.49,0.62,NaN
vc66q5m59CSRRQFXZ,Jedi Kush Batter,Concentrate,2017-01-23,2017-01-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.07,0.11,0.07,0.0,0.38,0.09,0.0,0.01,0.51,0.0,0.0,NaN,66.4,NaN,NaN,0.34,0.28,NaN,0.42,NaN,NaN,NaN,2.9,0.65,NaN
vfMMyhSBZ8Qn65pXD,Treetop GG #4,Concentrate,2016-09-01,2016-08-30,12,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.02,0.29,0.14,0.0,0.4,0.04,0.0,0.03,0.41,0.0,0.0,NaN,63.7,NaN,NaN,0.47,0.44,NaN,0.48,NaN,NaN,NaN,4.43,0.88,NaN
vgPuNxjzLuhDfhhvD,02418-04 Goji LRB,Concentrate,2018-05-17,2018-05-17,NaN,0.0,0.0,NaN,NaN,NaN,0.04,0.08,0.0,0.0,0.0,0.08,0.0,0.34,0.0,0.08,0.0,0.14,0.18,0.05,0.23,0.54,0.14,0.07,1.18,0.04,0.0,NaN,4.0,0.01,77.44,0.01,0.01,6.0,0.01,NaN,NaN,2.62,0.01,0.01,NaN
viqhjAPqoeMX6GAw8,Monster Chem O.G. - LR,Concentrate,2017-04-20,2017-04-18,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.67,0.05,0.0,1.22,0.11,0.0,0.0,0.55,0.0,0.0,NaN,54.0,NaN,NaN,0.21,0.25,NaN,0.43,NaN,NaN,NaN,2.42,0.63,NaN
viw7uFFQW5fccNK6P,Orange Cream Cured Cart.,Concentrate,2018-02-09,2018-02-09,2,0.18,0.0,NaN,NaN,NaN,0.0,0.08,0.0,0.0,0.0,0.12,0.0,0.37,0.0,0.11,0.08,0.15,0.13,0.0,0.36,0.18,0.09,0.14,0.55,0.0,0.0,NaN,1.42,0.01,54.3,0.01,0.01,0.01,0.01,NaN,NaN,2.56,0.35,0.01,NaN
vj6m95phCCqmr6Ct7,Supercritical CO2 Extract (Decarbed),Concentrate,2016-02-11,2016-02-08,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.01,0.0,0.12,0.05,0.13,0.03,0.01,0.49,0.01,0.07,0.02,0.04,0.01,0.0,NaN,32.7,NaN,NaN,0.38,0.14,NaN,0.02,NaN,NaN,NaN,1.05,0.08,NaN
vmWbgFZZPxeWh9X9w,Dosidos - LR,Concentrate,2017-06-19,2017-06-19,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.37,0.03,0.25,0.26,0.0,0.64,0.61,0.12,0.04,1.22,0.0,0.0,NaN,0.75,0.01,78.29,0.01,0.01,0.01,0.01,NaN,NaN,3.9,0.56,0.01,NaN
vnmkbQBJcJPBZAbkf,Tangie Ghost Train Craft Cart,Concentrate,2018-01-11,2018-01-11,2,0.0,0.0,NaN,NaN,NaN,0.0,0.12,0.0,0.0,0.0,0.32,0.0,0.6,0.0,0.34,0.0,0.36,0.23,0.09,0.87,2.2,0.24,0.31,1.79,0.07,0.0,NaN,47.99,0.0,18.54,0.33,0.1,1.02,0.0,NaN,NaN,2.06,1.9,1.57,NaN
vqMzo55iCcRDdkC4y,RokBud Shatter,Concentrate,2017-04-26,2017-04-24,94,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.0,0.21,0.06,0.0,0.1,0.02,0.18,0.02,0.0,0.0,0.0,0.0,0.0,NaN,44.5,NaN,NaN,0.27,0.44,NaN,0.37,NaN,NaN,NaN,2.35,0.89,NaN
vr43PSB7SNpGnJ5Bc,Gorilla Glue,Concentrate,NaN,NaN,11,0.0,0.0,NaN,NaN,NaN,1.78,1.57,0.0,0.0,0.0,0.0,0.0,3.73,0.0,1.94,2.41,5.67,3.31,0.0,13.27,10.44,1.73,4.04,18.15,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vsmNqdrQrYvXCP6pt,Strawberry Cookies Cured Cart,Concentrate,2017-10-16,2017-10-16,2,0.0,0.0,NaN,NaN,NaN,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.06,0.06,0.1,0.06,0.0,0.41,0.13,0.03,0.06,0.56,0.0,0.0,NaN,8.1,0.01,44.58,0.01,0.01,0.01,0.01,NaN,NaN,1.09,0.24,0.48,NaN
vv8xsPuKPxvGjDWgn,G ∆-9- LR,Concentrate,2017-06-19,2017-06-19,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.03,0.26,0.09,0.0,0.66,0.33,0.02,0.02,0.9,0.0,0.0,NaN,1.08,0.01,73.96,0.01,0.01,0.52,0.01,NaN,NaN,2.76,0.44,0.01,NaN
vvLG67AmzuC2WesHa,Jedi,Concentrate,2016-07-28,2016-07-27,123,NaN,NaN,0.0,0.0,NaN,0.02,0.02,0.0,0.01,0.0,0.08,0.0,0.08,0.0,0.76,0.06,0.13,0.16,0.07,0.22,0.19,0.02,0.03,0.34,0.04,0.0,NaN,64.6,NaN,NaN,0.33,0.32,NaN,0.61,NaN,NaN,NaN,1.44,0.84,NaN
vy38uKRmk87pfmXSA,Skywalker - LRB,Concentrate,2017-06-19,2017-06-19,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.14,0.04,0.23,0.04,0.0,0.51,0.23,0.03,0.0,0.54,0.0,0.0,NaN,1.27,0.01,88.21,0.01,0.01,0.01,0.01,NaN,NaN,2.86,0.42,0.01,NaN
w2v3zY376Syfz5FTF,ASD1228WAX,Concentrate,2018-01-03,2018-01-03,12,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.29,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NaN,83.09,0.01,0.24,0.45,0.42,0.89,0.01,NaN,NaN,0.01,1.66,1.33,NaN
w6uJANdsf49EqEyEm,Fruit Punch O.G. - LR,Concentrate,2016-08-22,2016-08-20,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.0,0.07,0.18,0.0,0.15,0.46,0.03,0.09,1.08,0.0,0.0,NaN,67.2,NaN,NaN,0.36,0.29,NaN,0.45,NaN,NaN,NaN,3.01,0.52,NaN
w8Ww9hxsdJatPPAiG,Dark Plasma #5 LR,Concentrate,2018-05-01,2018-05-01,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.09,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.07,0.06,0.56,0.22,0.0,0.7,0.63,0.0,0.1,1.26,0.04,0.0,NaN,0.82,0.01,79.62,0.01,0.01,0.01,0.01,NaN,NaN,4.01,0.62,0.01,NaN
wBBHHiG5SKDkzks9c,Elmer Glue - LRB,Concentrate,2016-06-22,2016-06-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.05,0.01,0.19,0.1,0.0,0.35,0.83,0.02,0.06,1.13,0.0,0.0,NaN,65.9,NaN,NaN,0.26,0.25,NaN,0.59,NaN,NaN,NaN,4.07,0.57,NaN
wBEhDwDJtge8W77pB,Fruit Punch-C-Vac/frozen,Concentrate,2018-03-02,2018-03-02,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.29,0.0,0.08,0.06,0.12,0.27,0.05,0.17,1.19,0.06,0.06,1.06,0.04,0.0,NaN,2.11,0.01,79.84,0.01,0.01,6.61,0.01,NaN,NaN,2.9,0.53,0.01,NaN
wFQcw5K3NLaXaonkD,Crumble,Concentrate,2017-06-19,2017-06-19,126,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,NaN,8.02,0.01,0.01,0.01,0.0,0.01,69.89,NaN,NaN,0.96,1.78,0.34,NaN
wHcmBEfCnZmzKSntM,Phantom Cookies,Concentrate,2018-01-23,2018-01-23,6,0.0,0.0,NaN,NaN,NaN,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.07,0.1,0.77,0.08,0.0,1.68,0.07,0.09,0.06,0.4,0.05,0.0,NaN,3.43,0.01,83.38,0.01,0.01,0.01,0.01,NaN,NaN,0.81,0.01,0.03,NaN
wKo7v87yB5AqH2sJw,Platinum Girl Scout Cookie,Concentrate,2017-01-05,2017-01-03,127,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.59,0.22,0.0,1.15,0.22,0.0,0.17,0.68,0.0,0.0,NaN,66.9,NaN,NaN,0.32,0.52,NaN,0.48,NaN,NaN,NaN,4.03,1.44,NaN
wKwKmD2uHSxMNvvQg,OGKB BHO,Concentrate,2015-09-15,2015-09-14,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.01,0.11,0.36,0.1,0.0,0.79,0.23,0.0,0.11,0.5,0.0,0.0,NaN,58.6,NaN,NaN,0.2,0.16,NaN,0.05,NaN,NaN,NaN,1.76,0.72,NaN
wMZGf96MravnY6xjm,Monter Cookies- LR,Concentrate,2017-04-18,2017-04-14,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.08,0.62,0.04,0.0,1.08,0.1,0.0,0.0,0.5,0.0,0.0,NaN,54.4,NaN,NaN,0.18,0.36,NaN,0.39,NaN,NaN,NaN,2.03,0.45,NaN
wNXNArKTm3Gm3stc4,Blaze-LRB-A-Control,Concentrate,2018-03-02,2018-03-02,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.21,0.0,0.0,0.07,0.15,0.07,0.0,0.19,0.13,0.0,0.04,0.1,0.0,0.0,NaN,2.7,0.01,81.6,0.01,0.01,0.91,0.01,NaN,NaN,3.64,1.07,0.04,NaN
wR6PK85Xj5PKwTJZe,Death Glue - LR,Concentrate,2016-02-26,2016-02-25,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.01,0.0,0.03,0.0,0.11,0.0,0.03,0.04,0.44,0.13,0.01,1.18,0.91,0.01,0.06,0.95,0.01,0.0,NaN,53.3,NaN,NaN,0.1,0.2,NaN,0.02,NaN,NaN,NaN,0.31,0.26,NaN
wRSPAPifcn9W7Kx4h,Northern Lights,Concentrate,2017-05-02,2017-04-28,2,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.44,0.0,0.06,0.31,0.51,0.21,0.0,1.13,1.96,0.15,0.2,0.52,0.0,0.0,NaN,32.8,NaN,NaN,0.32,0.45,NaN,1.05,NaN,NaN,NaN,4.86,3.43,NaN
wSszxHEhTqHkAewFX,Super Goji Haze Batter,Concentrate,2017-04-06,2017-04-04,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.3,0.0,0.11,0.06,0.0,0.61,0.29,0.03,0.02,0.51,0.0,0.0,NaN,61.9,NaN,NaN,0.47,0.31,NaN,0.44,NaN,NaN,NaN,2.44,0.66,NaN
wTKgQa8DH8jknMepT,CBD Live Resin 2,Concentrate,2017-12-18,2017-12-18,2,0.0,0.0,NaN,NaN,NaN,0.05,0.04,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.8,0.0,0.08,0.13,0.09,0.15,0.3,0.21,0.04,0.26,0.06,0.05,NaN,1.15,0.01,31.45,0.01,0.01,52.44,1.69,NaN,NaN,0.01,0.23,0.01,NaN
wToRFQ5v9izSway5R,White Deathstar - LRB,Concentrate,2016-01-20,2016-01-19,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.01,0.0,0.07,0.0,0.3,0.0,0.1,0.04,0.28,0.14,0.01,0.43,0.7,0.08,0.0,0.9,0.01,0.0,NaN,53.3,NaN,NaN,0.1,0.04,NaN,0.03,NaN,NaN,NaN,0.86,0.4,NaN
wXsY8LJMykwK7MCde,Strawberry Cough - CRB,Concentrate,2016-01-13,2016-01-12,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.03,0.02,0.18,0.04,0.01,0.31,0.76,0.09,0.0,0.31,0.0,0.0,NaN,55.5,NaN,NaN,0.12,0.15,NaN,0.02,NaN,NaN,NaN,2.99,0.22,NaN
wb56hDa3WQDjpcdME,Cookie Kush - LR,Concentrate,2016-03-11,2016-03-09,2,NaN,NaN,0.0,0.17,NaN,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,NaN,66.3,NaN,NaN,0.21,0.13,NaN,0.0,NaN,NaN,NaN,2.83,0.56,NaN
wcANyMjtpqrDJCBRJ,WyFy - LRB,Concentrate,2015-12-24,2015-12-22,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.02,0.29,0.04,0.01,0.39,0.12,0.01,0.01,0.38,0.0,0.0,NaN,62.1,NaN,NaN,0.09,0.11,NaN,0.02,NaN,NaN,NaN,1.29,0.18,NaN
wcMXesnpADtMGhfhR,Cherry Turbo (A.S),Concentrate,2017-05-03,2017-05-02,12,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.06,0.06,0.14,0.13,0.0,0.39,0.11,0.0,0.08,0.18,0.0,0.0,78.6,2.7,NaN,NaN,0.0,0.0,0.15,0.1,NaN,NaN,2.69,0.4,0.43,NaN
wd8dfKGsnE2AW2KQZ,Cookies and Cream Live Resin,Concentrate,2017-03-03,2017-03-01,2,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.04,0.3,0.13,0.0,0.71,0.22,0.0,0.04,1.1,0.0,0.0,NaN,60.0,NaN,NaN,0.0,0.41,NaN,0.61,NaN,NaN,NaN,3.37,1.28,NaN
wdf8gzKkr4drBmDy5,Zod - LR,Concentrate,2016-10-13,2016-10-11,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.04,0.04,0.28,0.19,0.0,0.63,0.79,0.04,0.06,0.94,0.0,0.0,NaN,61.5,NaN,NaN,0.5,0.27,NaN,0.39,NaN,NaN,NaN,3.3,0.59,NaN
wduiyphxX4wyPgXoH,Garlic Chem - LRB,Concentrate,2017-03-15,2017-03-14,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.63,0.01,0.0,1.15,0.13,0.0,0.0,0.3,0.0,0.0,NaN,62.8,NaN,NaN,0.3,0.28,NaN,0.39,NaN,NaN,NaN,1.59,0.39,NaN
wf2yJXtoGxMdXbFon,Hammer Head Craft Cart,Concentrate,2018-01-11,2018-01-11,2,0.0,0.0,NaN,NaN,NaN,0.08,0.11,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.29,0.23,0.87,0.21,0.09,1.73,1.09,0.16,0.23,1.5,0.07,0.0,NaN,47.43,0.0,19.06,0.25,0.12,0.97,0.0,NaN,NaN,3.25,1.21,1.43,NaN
wf53exYC22wjGetZS,Motorbreath 15,Concentrate,2018-01-18,2018-01-18,57,0.0,0.0,NaN,NaN,NaN,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.09,0.08,0.29,0.25,0.06,0.61,1.6,0.07,0.11,2.09,0.05,0.0,NaN,10.84,0.0,69.31,0.0,0.0,0.0,0.0,NaN,NaN,0.84,0.22,0.0,NaN
wfprk7p3XNRAoRM5h,GG4 Concentrate Midnight Roots,Concentrate,2017-05-18,2017-05-16,12,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.07,0.03,0.0,0.31,0.14,0.0,0.0,0.36,0.0,0.0,90.7,3.3,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,1.39,0.0,0.0,NaN
whbXGtnLwr3Qb3872,Gelato,Concentrate,2018-05-17,2018-05-17,17,0.0,0.0,NaN,NaN,NaN,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.42,0.0,0.08,0.16,0.39,0.13,0.05,1.09,0.22,0.07,0.06,0.68,0.04,0.0,NaN,2.43,0.01,78.48,0.01,0.01,0.01,0.01,NaN,NaN,1.77,0.01,0.01,NaN
wjmQhabSiN3upTDPm,Lemon Lost Souls-LRB,Concentrate,2017-07-17,2017-07-17,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.04,0.07,0.1,0.0,0.27,0.64,0.0,0.04,0.68,0.0,0.0,NaN,1.32,0.01,88.21,0.01,0.01,1.05,0.01,NaN,NaN,3.75,0.01,0.01,NaN
wkhvJJDB98cb5sixo,Sugar Cookie - TR,Concentrate,2016-01-13,2016-01-12,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.01,0.08,0.52,0.04,0.0,0.88,0.04,0.01,0.01,0.14,0.0,0.0,NaN,55.4,NaN,NaN,0.03,0.1,NaN,0.02,NaN,NaN,NaN,1.47,0.31,NaN
wm2JyxQuDKegutgDa,Cookies n Cream -LR,Concentrate,2017-06-30,2017-06-30,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.04,0.0,0.37,0.0,0.0,0.75,0.87,0.02,0.05,1.0,0.0,0.0,NaN,1.8,0.01,75.5,0.01,0.01,0.58,0.01,NaN,NaN,4.08,0.11,0.01,NaN
wsJbCCcAhSiTEYCPY,OG 18- LR,Concentrate,2017-04-18,2017-04-14,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.52,0.04,0.4,0.1,0.0,1.02,0.42,0.07,0.01,0.23,0.0,0.0,NaN,58.4,NaN,NaN,0.33,0.58,NaN,0.45,NaN,NaN,NaN,2.02,0.41,NaN
wtbupAz73TAjZp4Qu,Sample 6,Concentrate,NaN,NaN,19,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.01,0.03,0.1,0.04,0.0,0.18,0.23,0.0,0.01,0.18,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
wuXLnfpjzk52PXBXG,michigan green magic-gmo,Concentrate,2018-03-12,2018-03-12,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.06,0.33,0.13,0.0,0.59,0.99,0.0,0.09,1.06,0.04,0.0,NaN,1.78,0.01,87.04,0.01,0.01,0.01,0.01,NaN,NaN,1.02,0.01,0.01,NaN
wziTaHfbd22v8sLX3,Strawmango Widow - CR,Concentrate,2016-01-09,2016-01-07,NaN,NaN,NaN,0.0,0.0,NaN,0.01,0.08,0.0,0.01,0.0,0.02,0.0,0.17,0.0,0.38,0.03,0.11,0.21,0.04,0.26,0.51,0.07,0.05,0.72,0.02,0.01,NaN,58.7,NaN,NaN,0.07,0.14,NaN,0.02,NaN,NaN,NaN,2.93,0.16,NaN
x2fgSR757E9kX3fnv,Cookies n' Cream,Concentrate,2017-01-18,2017-01-17,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.03,0.19,0.11,0.0,0.53,0.22,0.15,0.03,1.11,0.0,0.0,NaN,65.4,NaN,NaN,0.2,0.26,NaN,0.43,NaN,NaN,NaN,4.23,1.26,NaN
xA9jBkuhHRZ7tyNmC,Citrus Berry Live Resin,Concentrate,2018-01-31,2018-01-31,2,0.0,0.0,NaN,NaN,NaN,0.09,0.06,0.0,0.05,0.0,0.0,0.0,0.19,0.0,1.66,0.06,0.16,0.15,0.15,0.27,0.55,0.31,0.09,0.5,0.1,0.04,NaN,3.86,0.0,85.85,0.0,0.0,0.93,0.0,NaN,NaN,3.17,0.58,0.0,NaN
xATeBeyATE4T6B3Rx,Race Fuel,Concentrate,2018-03-01,2018-03-01,72,0.0,0.0,NaN,NaN,NaN,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.06,0.1,0.26,0.14,0.05,0.46,0.65,0.19,0.1,1.06,0.04,0.0,NaN,1.33,0.01,82.55,0.01,0.01,0.01,0.01,NaN,NaN,1.18,0.01,0.01,NaN
xBKCegHaio4Gy9ckv,Sour Mendo Live Resin,Concentrate,2017-05-29,2017-05-25,2,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.01,0.06,0.4,0.17,0.0,0.9,0.87,0.0,0.12,1.67,0.0,0.0,78.8,1.6,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,2.21,0.32,0.08,NaN
xDPq5LR7QooNCoqNk,Chematonic,Concentrate,2017-01-13,2017-01-11,34,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.07,0.08,0.19,0.0,0.34,1.8,0.0,0.05,0.93,0.0,0.02,NaN,33.1,NaN,NaN,0.31,0.2,NaN,28.46,NaN,NaN,NaN,2.07,1.15,NaN
xFLhoYkbdZtgYRsCp,Super Lemon Haze- LR,Concentrate,2017-12-19,2017-12-19,NaN,0.0,0.0,NaN,NaN,NaN,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.96,0.0,0.23,0.24,0.19,0.5,0.45,0.86,0.13,0.49,0.12,0.04,NaN,1.71,0.01,77.57,0.01,0.01,0.84,0.01,NaN,NaN,8.76,0.76,0.01,NaN
xGD8SKEQFoC2jC6pT,Sour Skywalker Cookies,Concentrate,2017-01-23,2017-01-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.05,0.33,0.13,0.0,0.71,0.43,0.14,0.03,1.32,0.0,0.0,NaN,62.9,NaN,NaN,0.25,0.26,NaN,0.45,NaN,NaN,NaN,3.84,0.9,NaN
xJMZt2ZodAWEciGri,Rebel O.G. - CR,Concentrate,2016-01-20,2016-01-19,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.32,0.02,0.11,0.4,0.07,0.2,0.61,0.02,0.06,0.33,0.05,0.01,NaN,54.5,NaN,NaN,0.16,0.06,NaN,0.03,NaN,NaN,NaN,1.16,0.23,NaN
xMX6RNqhAF632T223,Tangie Ghost x Train Haze - LR,Concentrate,2017-04-27,2017-04-25,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.77,0.04,0.05,0.25,0.04,0.28,1.32,0.22,0.04,0.47,0.0,0.0,NaN,59.6,NaN,NaN,0.59,0.62,NaN,0.56,NaN,NaN,NaN,4.09,0.59,NaN
